Mã PKKH,Mã khách hàng,Date,Month,customer status,left yet
A3,CUZ03011,2022-10-19,10,new customer,still staying
A1,CUZ03012,2022-10-19,10,new customer,still staying
A2,CUZ03013,2022-10-19,10,new customer,still staying
A3,CUZ03014,2022-10-19,10,new customer,still staying
A1,CUZ03015,2022-10-19,10,new customer,still staying
B3,CUZ03016,2022-10-19,10,new customer,still staying
A1,CUZ03017,2022-10-19,10,new customer,still staying
A2,CUZ03018,2022-10-19,10,new customer,still staying
B1,CUZ03019,2022-10-20,10,new customer,still staying
B1,CUZ03020,2022-10-20,10,new customer,still staying
B2,CUZ03021,2022-10-20,10,new customer,still staying
C1,CUZ03022,2022-10-20,10,new customer,still staying
A3,CUZ03023,2022-10-20,10,new customer,still staying
A2,CUZ03024,2022-10-20,10,new customer,still staying
A2,CUZ03024,2022-11-19,11,old customer from THIS year,still staying
A2,CUZ03024,2022-12-28,12,old customer from THIS year,still staying
A2,CUZ03025,2022-10-20,10,new customer,still staying
C3,CUZ03026,2022-10-20,10,new customer,still staying
A3,CUZ03027,2022-10-20,10,new customer,still staying
A2,CUZ03028,2022-10-20,10,new customer,still staying
A1,CUZ03029,2022-10-20,10,new customer,still staying
A1,CUZ03029,2022-11-16,11,old customer from THIS year,still staying
B1,CUZ03030,2022-10-20,10,new customer,still staying
C1,CUZ03031,2022-10-21,10,new customer,still staying
A3,CUZ03032,2022-10-21,10,new customer,still staying
B1,CUZ03033,2022-10-21,10,new customer,still staying
C1,CUZ03034,2022-10-21,10,new customer,still staying
B3,CUZ03035,2022-10-21,10,new customer,still staying
A1,CUZ03036,2022-10-21,10,new customer,still staying
A1,CUZ03036,2022-11-03,11,old customer from THIS year,still staying
A1,CUZ03036,2022-12-12,12,old customer from THIS year,still staying
A2,CUZ03037,2022-10-21,10,new customer,still staying
A1,CUZ03038,2022-10-21,10,new customer,still staying
A1,CUZ03039,2022-10-21,10,new customer,still staying
A2,CUZ03040,2022-10-21,10,new customer,still staying
C1,CUZ03041,2022-10-21,10,new customer,still staying
B1,CUZ03042,2022-10-22,10,new customer,still staying
B1,CUZ03042,2022-11-15,11,old customer from THIS year,still staying
B2,CUZ03043,2022-10-22,10,new customer,still staying
A3,CUZ03044,2022-10-22,10,new customer,still staying
A1,CUZ03045,2022-10-22,10,new customer,still staying
A1,CUZ03046,2022-10-22,10,new customer,still staying
B3,CUZ03047,2022-10-22,10,new customer,still staying
A1,CUZ03048,2022-10-22,10,new customer,still staying
B2,CUZ03049,2022-10-22,10,new customer,still staying
C1,CUZ03050,2022-10-23,10,new customer,still staying
C2,CUZ03051,2022-10-23,10,new customer,still staying
A2,CUZ03052,2022-10-23,10,new customer,still staying
A1,CUZ03053,2022-10-23,10,new customer,still staying
B1,CUZ03054,2022-10-23,10,new customer,still staying
A2,CUZ03055,2022-10-23,10,new customer,still staying
A2,CUZ03055,2022-12-13,12,old customer from THIS year,still staying
C2,CUZ03056,2022-10-23,10,new customer,still staying
B2,CUZ03057,2022-10-23,10,new customer,still staying
B2,CUZ03057,2022-12-17,12,old customer from THIS year,still staying
C1,CUZ03058,2022-10-23,10,new customer,still staying
B3,CUZ03059,2022-10-23,10,new customer,still staying
C1,CUZ03060,2022-10-23,10,new customer,still staying
A1,CUZ03061,2022-10-23,10,new customer,still staying
B1,CUZ03062,2022-10-23,10,new customer,still staying
C1,CUZ03063,2022-10-23,10,new customer,still staying
A1,CUZ03064,2022-10-24,10,new customer,still staying
A2,CUZ03065,2022-10-24,10,new customer,still staying
A3,CUZ03066,2022-10-24,10,new customer,still staying
B2,CUZ03067,2022-10-24,10,new customer,still staying
B2,CUZ03068,2022-10-24,10,new customer,still staying
C1,CUZ03069,2022-10-24,10,new customer,still staying
C1,CUZ03069,2022-11-25,11,old customer from THIS year,still staying
A1,CUZ03070,2022-10-24,10,new customer,still staying
A2,CUZ03071,2022-10-24,10,new customer,still staying
C1,CUZ03072,2022-10-24,10,new customer,still staying
C2,CUZ03073,2022-10-24,10,new customer,still staying
C2,CUZ03074,2022-10-24,10,new customer,still staying
C2,CUZ03075,2022-10-24,10,new customer,still staying
A1,CUZ03076,2022-10-24,10,new customer,still staying
A1,CUZ03076,2022-11-05,11,old customer from THIS year,still staying
A1,CUZ03076,2022-12-28,12,old customer from THIS year,still staying
B2,CUZ03077,2022-10-24,10,new customer,still staying
A1,CUZ03078,2022-10-24,10,new customer,still staying
C1,CUZ03079,2022-10-25,10,new customer,still staying
A3,CUZ03080,2022-10-25,10,new customer,still staying
B2,CUZ03081,2022-10-25,10,new customer,still staying
B2,CUZ03082,2022-10-25,10,new customer,still staying
A3,CUZ03083,2022-10-25,10,new customer,still staying
B1,CUZ03084,2022-10-25,10,new customer,still staying
C1,CUZ03085,2022-10-25,10,new customer,still staying
C3,CUZ03086,2022-10-25,10,new customer,still staying
B1,CUZ03087,2022-10-25,10,new customer,still staying
B1,CUZ03088,2022-10-25,10,new customer,still staying
C2,CUZ03089,2022-10-25,10,new customer,still staying
B2,CUZ03090,2022-10-25,10,new customer,still staying
A1,CUZ03091,2022-10-25,10,new customer,still staying
C1,CUZ03092,2022-10-26,10,new customer,still staying
B1,CUZ03093,2022-10-26,10,new customer,still staying
A3,CUZ03094,2022-10-26,10,new customer,still staying
A3,CUZ03095,2022-10-26,10,new customer,still staying
B1,CUZ03096,2022-10-26,10,new customer,still staying
B1,CUZ03097,2022-10-26,10,new customer,still staying
A2,CUZ03098,2022-10-26,10,new customer,still staying
A2,CUZ03099,2022-10-26,10,new customer,still staying
A2,CUZ03100,2022-10-26,10,new customer,still staying
A1,CUZ03101,2022-10-27,10,new customer,still staying
A1,CUZ03101,2022-11-24,11,old customer from THIS year,still staying
C1,CUZ03102,2022-10-27,10,new customer,still staying
B2,CUZ03103,2022-10-27,10,new customer,still staying
C1,CUZ03104,2022-10-27,10,new customer,still staying
B2,CUZ03105,2022-10-27,10,new customer,still staying
A3,CUZ03106,2022-10-27,10,new customer,still staying
B1,CUZ03107,2022-10-27,10,new customer,still staying
B2,CUZ03108,2022-10-27,10,new customer,still staying
A3,CUZ03109,2022-10-27,10,new customer,still staying
C1,CUZ03110,2022-10-27,10,new customer,still staying
A1,CUZ03111,2022-10-27,10,new customer,still staying
A2,CUZ03112,2022-10-27,10,new customer,still staying
A1,CUZ03113,2022-10-27,10,new customer,still staying
A2,CUZ03114,2022-10-27,10,new customer,still staying
A3,CUZ03115,2022-10-28,10,new customer,still staying
A3,CUZ03116,2022-10-28,10,new customer,still staying
C2,CUZ03117,2022-10-28,10,new customer,still staying
A2,CUZ03118,2022-10-28,10,new customer,still staying
A2,CUZ03118,2022-11-30,11,old customer from THIS year,still staying
C2,CUZ03119,2022-10-28,10,new customer,still staying
C1,CUZ03120,2022-10-28,10,new customer,still staying
A3,CUZ03121,2022-10-28,10,new customer,still staying
A3,CUZ03122,2022-10-28,10,new customer,still staying
C1,CUZ03123,2022-10-28,10,new customer,still staying
A2,CUZ03124,2022-10-28,10,new customer,still staying
A3,CUZ03125,2022-10-28,10,new customer,still staying
C1,CUZ03126,2022-10-28,10,new customer,still staying
C1,CUZ03126,2022-11-13,11,old customer from THIS year,still staying
C1,CUZ03126,2022-12-10,12,old customer from THIS year,still staying
A1,CUZ03127,2022-10-28,10,new customer,still staying
A1,CUZ03127,2022-11-06,11,old customer from THIS year,still staying
A1,CUZ03127,2022-12-19,12,old customer from THIS year,still staying
C2,CUZ03128,2022-10-28,10,new customer,still staying
A1,CUZ03129,2022-10-28,10,new customer,still staying
B2,CUZ03130,2022-10-29,10,new customer,still staying
A3,CUZ03131,2022-10-29,10,new customer,still staying
A3,CUZ03131,2022-12-25,12,old customer from THIS year,still staying
C1,CUZ03132,2022-10-29,10,new customer,still staying
B2,CUZ03133,2022-10-29,10,new customer,still staying
A2,CUZ03134,2022-10-29,10,new customer,still staying
A2,CUZ03135,2022-10-29,10,new customer,still staying
B1,CUZ03136,2022-10-29,10,new customer,still staying
B1,CUZ03136,2022-11-26,11,old customer from THIS year,still staying
C1,CUZ03137,2022-10-29,10,new customer,still staying
A1,CUZ03138,2022-10-29,10,new customer,still staying
A1,CUZ03138,2022-11-03,11,old customer from THIS year,still staying
A1,CUZ03138,2022-12-28,12,old customer from THIS year,still staying
B3,CUZ03139,2022-10-29,10,new customer,still staying
C3,CUZ03140,2022-10-29,10,new customer,still staying
C3,CUZ03141,2022-10-30,10,new customer,still staying
A3,CUZ03142,2022-10-30,10,new customer,still staying
A3,CUZ03142,2022-12-17,12,old customer from THIS year,still staying
A1,CUZ03143,2022-10-30,10,new customer,still staying
C1,CUZ03144,2022-10-30,10,new customer,still staying
A2,CUZ03145,2022-10-30,10,new customer,still staying
A2,CUZ03146,2022-10-30,10,new customer,still staying
B3,CUZ03147,2022-10-30,10,new customer,still staying
A3,CUZ03148,2022-10-30,10,new customer,still staying
B1,CUZ03149,2022-10-30,10,new customer,still staying
A1,CUZ03150,2022-10-30,10,new customer,still staying
B2,CUZ03151,2022-10-30,10,new customer,still staying
C1,CUZ03152,2022-10-31,10,new customer,still staying
A3,CUZ03153,2022-10-31,10,new customer,still staying
C3,CUZ03154,2022-10-31,10,new customer,still staying
A2,CUZ03155,2022-10-31,10,new customer,still staying
C2,CUZ03156,2022-10-31,10,new customer,still staying
A3,CUZ03157,2022-10-31,10,new customer,still staying
B1,CUZ03158,2022-10-31,10,new customer,still staying
B1,CUZ03159,2022-10-31,10,new customer,still staying
B3,CUZ03160,2022-10-31,10,new customer,still staying
A2,CUZ03161,2022-10-31,10,new customer,still staying
A2,CUZ03161,2022-11-04,11,old customer from THIS year,still staying
C2,CUZ03162,2022-10-31,10,new customer,still staying
B1,CUZ03163,2022-11-01,11,new customer,still staying
A1,CUZ03164,2022-11-01,11,new customer,still staying
A2,CUZ03165,2022-11-01,11,new customer,still staying
A1,CUZ03166,2022-11-01,11,new customer,still staying
B1,CUZ03167,2022-11-01,11,new customer,still staying
B2,CUZ03168,2022-11-01,11,new customer,still staying
C2,CUZ03169,2022-11-01,11,new customer,still staying
C2,CUZ03169,2022-12-08,12,old customer from THIS year,still staying
A3,CUZ03170,2022-11-01,11,new customer,still staying
A2,CUZ03171,2022-11-01,11,new customer,still staying
B1,CUZ03172,2022-11-01,11,new customer,still staying
C2,CUZ03173,2022-11-01,11,new customer,still staying
A1,CUZ03174,2022-11-02,11,new customer,still staying
A1,CUZ03175,2022-11-02,11,new customer,still staying
A2,CUZ03176,2022-11-02,11,new customer,still staying
A1,CUZ03177,2022-11-02,11,new customer,still staying
C2,CUZ03178,2022-11-02,11,new customer,still staying
A1,CUZ03179,2022-11-02,11,new customer,still staying
A3,CUZ03180,2022-11-02,11,new customer,still staying
C1,CUZ03181,2022-11-02,11,new customer,still staying
C1,CUZ03181,2022-12-07,12,old customer from THIS year,still staying
B2,CUZ03182,2022-11-02,11,new customer,still staying
A3,CUZ03183,2022-11-02,11,new customer,still staying
B2,CUZ03184,2022-11-02,11,new customer,still staying
A1,CUZ03185,2022-11-02,11,new customer,still staying
A3,CUZ03186,2022-11-02,11,new customer,still staying
C1,CUZ03187,2022-11-02,11,new customer,still staying
C1,CUZ03188,2022-11-03,11,new customer,still staying
A2,CUZ03189,2022-11-03,11,new customer,still staying
B2,CUZ03190,2022-11-03,11,new customer,still staying
A2,CUZ03191,2022-11-03,11,new customer,still staying
C1,CUZ03192,2022-11-03,11,new customer,still staying
C2,CUZ03193,2022-11-03,11,new customer,still staying
A1,CUZ03194,2022-11-03,11,new customer,still staying
C3,CUZ03195,2022-11-03,11,new customer,still staying
B1,CUZ03196,2022-11-03,11,new customer,still staying
B1,CUZ03196,2022-12-14,12,old customer from THIS year,still staying
A2,CUZ03197,2022-11-03,11,new customer,still staying
A1,CUZ03198,2022-11-03,11,new customer,still staying
A1,CUZ03199,2022-11-03,11,new customer,still staying
B1,CUZ03200,2022-11-03,11,new customer,still staying
B1,CUZ03200,2022-12-17,12,old customer from THIS year,still staying
C3,CUZ03201,2022-11-03,11,new customer,still staying
A3,CUZ03202,2022-11-03,11,new customer,still staying
C2,CUZ03203,2022-11-04,11,new customer,still staying
C1,CUZ03204,2022-11-04,11,new customer,still staying
B1,CUZ03205,2022-11-04,11,new customer,still staying
A1,CUZ03206,2022-11-04,11,new customer,still staying
A2,CUZ03207,2022-11-04,11,new customer,still staying
A2,CUZ03208,2022-11-04,11,new customer,still staying
A2,CUZ03209,2022-11-04,11,new customer,still staying
C1,CUZ03210,2022-11-04,11,new customer,still staying
A2,CUZ03211,2022-11-04,11,new customer,still staying
A2,CUZ03211,2022-12-27,12,old customer from THIS year,still staying
C1,CUZ03212,2022-11-04,11,new customer,still staying
B1,CUZ03213,2022-11-04,11,new customer,still staying
B3,CUZ03214,2022-11-04,11,new customer,still staying
A3,CUZ03215,2022-11-04,11,new customer,still staying
A1,CUZ03216,2022-11-04,11,new customer,still staying
B1,CUZ03217,2022-11-04,11,new customer,still staying
C1,CUZ03218,2022-11-04,11,new customer,still staying
A2,CUZ03219,2022-11-05,11,new customer,still staying
A2,CUZ03219,2022-12-18,12,old customer from THIS year,still staying
A1,CUZ03220,2022-11-05,11,new customer,still staying
A1,CUZ03220,2022-12-10,12,old customer from THIS year,still staying
B2,CUZ03221,2022-11-05,11,new customer,still staying
A1,CUZ03222,2022-11-05,11,new customer,still staying
A1,CUZ03222,2022-12-02,12,old customer from THIS year,still staying
C1,CUZ03223,2022-11-05,11,new customer,still staying
A1,CUZ03224,2022-11-05,11,new customer,still staying
A1,CUZ03225,2022-11-05,11,new customer,still staying
A1,CUZ03225,2022-12-20,12,old customer from THIS year,still staying
A2,CUZ03226,2022-11-05,11,new customer,still staying
A3,CUZ03227,2022-11-05,11,new customer,still staying
A1,CUZ03228,2022-11-05,11,new customer,still staying
B1,CUZ03229,2022-11-05,11,new customer,still staying
A1,CUZ03230,2022-11-05,11,new customer,still staying
A1,CUZ03230,2022-12-21,12,old customer from THIS year,still staying
A1,CUZ03231,2022-11-06,11,new customer,still staying
B1,CUZ03232,2022-11-06,11,new customer,still staying
A1,CUZ03233,2022-11-06,11,new customer,still staying
C2,CUZ03234,2022-11-06,11,new customer,still staying
C2,CUZ03235,2022-11-06,11,new customer,still staying
A3,CUZ03236,2022-11-06,11,new customer,still staying
A3,CUZ03236,2022-12-29,12,old customer from THIS year,still staying
B3,CUZ03237,2022-11-06,11,new customer,still staying
A2,CUZ03238,2022-11-06,11,new customer,still staying
A1,CUZ03239,2022-11-06,11,new customer,still staying
A1,CUZ03239,2022-12-11,12,old customer from THIS year,still staying
A2,CUZ03240,2022-11-06,11,new customer,still staying
A1,CUZ03241,2022-11-06,11,new customer,still staying
C1,CUZ03242,2022-11-06,11,new customer,still staying
C1,CUZ03242,2022-12-17,12,old customer from THIS year,still staying
A1,CUZ03243,2022-11-06,11,new customer,still staying
C1,CUZ03244,2022-11-06,11,new customer,still staying
B1,CUZ03245,2022-11-07,11,new customer,still staying
B1,CUZ03246,2022-11-07,11,new customer,still staying
B1,CUZ03247,2022-11-07,11,new customer,still staying
A1,CUZ03248,2022-11-07,11,new customer,still staying
A1,CUZ03248,2022-12-20,12,old customer from THIS year,still staying
B3,CUZ03249,2022-11-07,11,new customer,still staying
B3,CUZ03250,2022-11-07,11,new customer,still staying
A1,CUZ03251,2022-11-07,11,new customer,still staying
A1,CUZ03252,2022-11-07,11,new customer,still staying
B3,CUZ03253,2022-11-07,11,new customer,still staying
A2,CUZ03254,2022-11-07,11,new customer,still staying
B3,CUZ03255,2022-11-07,11,new customer,still staying
A3,CUZ03256,2022-11-07,11,new customer,still staying
B2,CUZ03257,2022-11-07,11,new customer,still staying
A1,CUZ03258,2022-11-07,11,new customer,still staying
B3,CUZ03259,2022-11-07,11,new customer,still staying
B1,CUZ03260,2022-11-08,11,new customer,still staying
C1,CUZ03261,2022-11-08,11,new customer,still staying
A2,CUZ03262,2022-11-08,11,new customer,still staying
A2,CUZ03263,2022-11-08,11,new customer,still staying
C2,CUZ03264,2022-11-08,11,new customer,still staying
B3,CUZ03265,2022-11-08,11,new customer,still staying
C1,CUZ03266,2022-11-08,11,new customer,still staying
A1,CUZ03267,2022-11-08,11,new customer,still staying
B3,CUZ03268,2022-11-08,11,new customer,still staying
A3,CUZ03269,2022-11-08,11,new customer,still staying
C1,CUZ03270,2022-11-08,11,new customer,still staying
A1,CUZ03271,2022-11-08,11,new customer,still staying
C1,CUZ03272,2022-11-08,11,new customer,still staying
C1,CUZ03273,2022-11-08,11,new customer,still staying
B1,CUZ03274,2022-11-08,11,new customer,still staying
A2,CUZ03275,2022-11-09,11,new customer,still staying
C2,CUZ03276,2022-11-09,11,new customer,still staying
A1,CUZ03277,2022-11-09,11,new customer,still staying
B2,CUZ03278,2022-11-09,11,new customer,still staying
A3,CUZ03279,2022-11-09,11,new customer,still staying
C1,CUZ03280,2022-11-09,11,new customer,still staying
A2,CUZ03281,2022-11-09,11,new customer,still staying
B2,CUZ03282,2022-11-09,11,new customer,still staying
A1,CUZ03283,2022-11-09,11,new customer,still staying
C1,CUZ03284,2022-11-09,11,new customer,still staying
A3,CUZ03285,2022-11-09,11,new customer,still staying
C2,CUZ03286,2022-11-09,11,new customer,still staying
B3,CUZ03287,2022-11-09,11,new customer,still staying
B1,CUZ03288,2022-11-09,11,new customer,still staying
A3,CUZ03289,2022-11-09,11,new customer,still staying
A1,CUZ03290,2022-11-10,11,new customer,still staying
A1,CUZ03291,2022-11-10,11,new customer,still staying
B2,CUZ03292,2022-11-10,11,new customer,still staying
B1,CUZ03293,2022-11-10,11,new customer,still staying
C2,CUZ03294,2022-11-10,11,new customer,still staying
A3,CUZ03295,2022-11-10,11,new customer,still staying
B2,CUZ03296,2022-11-10,11,new customer,still staying
A1,CUZ03297,2022-11-10,11,new customer,still staying
A2,CUZ03298,2022-11-10,11,new customer,still staying
A1,CUZ03299,2022-11-10,11,new customer,still staying
A2,CUZ03300,2022-11-10,11,new customer,still staying
C3,CUZ03301,2022-11-11,11,new customer,still staying
A1,CUZ03302,2022-11-11,11,new customer,still staying
C1,CUZ03303,2022-11-11,11,new customer,still staying
C1,CUZ03304,2022-11-11,11,new customer,still staying
A2,CUZ03305,2022-11-11,11,new customer,still staying
A3,CUZ03306,2022-11-11,11,new customer,still staying
C1,CUZ03307,2022-11-11,11,new customer,still staying
A1,CUZ03308,2022-11-11,11,new customer,still staying
A1,CUZ03308,2022-12-22,12,old customer from THIS year,still staying
A1,CUZ03309,2022-11-11,11,new customer,still staying
A3,CUZ03310,2022-11-11,11,new customer,still staying
A2,CUZ03311,2022-11-11,11,new customer,still staying
B2,CUZ03312,2022-11-11,11,new customer,still staying
A3,CUZ03313,2022-11-11,11,new customer,still staying
A1,CUZ03314,2022-11-11,11,new customer,still staying
C1,CUZ03315,2022-11-12,11,new customer,still staying
B3,CUZ03316,2022-11-12,11,new customer,still staying
A2,CUZ03317,2022-11-12,11,new customer,still staying
C3,CUZ03318,2022-11-12,11,new customer,still staying
A2,CUZ03319,2022-11-12,11,new customer,still staying
A3,CUZ03320,2022-11-12,11,new customer,still staying
B1,CUZ03321,2022-11-12,11,new customer,still staying
A1,CUZ03322,2022-11-12,11,new customer,still staying
B3,CUZ03323,2022-11-12,11,new customer,still staying
B2,CUZ03324,2022-11-12,11,new customer,still staying
B3,CUZ03325,2022-11-12,11,new customer,still staying
C1,CUZ03326,2022-11-12,11,new customer,still staying
C2,CUZ03327,2022-11-12,11,new customer,still staying
A1,CUZ03328,2022-11-12,11,new customer,still staying
A1,CUZ03328,2022-12-06,12,old customer from THIS year,still staying
C2,CUZ03329,2022-11-12,11,new customer,still staying
C3,CUZ03330,2022-11-12,11,new customer,still staying
B1,CUZ03331,2022-11-12,11,new customer,still staying
B1,CUZ03331,2022-12-18,12,old customer from THIS year,still staying
A3,CUZ03332,2022-11-12,11,new customer,still staying
A2,CUZ03333,2022-11-13,11,new customer,still staying
C1,CUZ03334,2022-11-13,11,new customer,still staying
B3,CUZ03335,2022-11-13,11,new customer,still staying
A2,CUZ03336,2022-11-13,11,new customer,still staying
A1,CUZ03337,2022-11-13,11,new customer,still staying
A1,CUZ03337,2022-12-09,12,old customer from THIS year,still staying
B1,CUZ03338,2022-11-13,11,new customer,still staying
A3,CUZ03339,2022-11-13,11,new customer,still staying
A1,CUZ03340,2022-11-13,11,new customer,still staying
A1,CUZ03340,2022-12-01,12,old customer from THIS year,still staying
B1,CUZ03341,2022-11-13,11,new customer,still staying
A1,CUZ03342,2022-11-13,11,new customer,still staying
B1,CUZ03343,2022-11-13,11,new customer,still staying
A3,CUZ03344,2022-11-13,11,new customer,still staying
B2,CUZ03345,2022-11-13,11,new customer,still staying
B3,CUZ03346,2022-11-13,11,new customer,still staying
B2,CUZ03347,2022-11-13,11,new customer,still staying
A2,CUZ03348,2022-11-13,11,new customer,still staying
A2,CUZ03349,2022-11-14,11,new customer,still staying
A3,CUZ03350,2022-11-14,11,new customer,still staying
A2,CUZ03351,2022-11-14,11,new customer,still staying
C1,CUZ03352,2022-11-14,11,new customer,still staying
A1,CUZ03353,2022-11-14,11,new customer,still staying
A1,CUZ03354,2022-11-14,11,new customer,still staying
B3,CUZ03355,2022-11-14,11,new customer,still staying
A3,CUZ03356,2022-11-14,11,new customer,still staying
B2,CUZ03357,2022-11-14,11,new customer,still staying
B1,CUZ03358,2022-11-14,11,new customer,still staying
C1,CUZ03359,2022-11-14,11,new customer,still staying
A1,CUZ03360,2022-11-14,11,new customer,still staying
A2,CUZ03361,2022-11-15,11,new customer,still staying
B2,CUZ03362,2022-11-15,11,new customer,still staying
B1,CUZ03363,2022-11-15,11,new customer,still staying
B1,CUZ03364,2022-11-15,11,new customer,still staying
A2,CUZ03365,2022-11-15,11,new customer,still staying
B3,CUZ03366,2022-11-15,11,new customer,still staying
B2,CUZ03367,2022-11-15,11,new customer,still staying
A2,CUZ03368,2022-11-15,11,new customer,still staying
A3,CUZ03369,2022-11-15,11,new customer,still staying
A1,CUZ03370,2022-11-15,11,new customer,still staying
A1,CUZ03371,2022-11-15,11,new customer,still staying
A1,CUZ03371,2022-12-09,12,old customer from THIS year,still staying
B3,CUZ03372,2022-11-15,11,new customer,still staying
C1,CUZ03373,2022-11-15,11,new customer,still staying
A1,CUZ03374,2022-11-15,11,new customer,still staying
A2,CUZ03375,2022-11-15,11,new customer,still staying
C1,CUZ03376,2022-11-15,11,new customer,still staying
C2,CUZ03377,2022-11-16,11,new customer,still staying
C1,CUZ03378,2022-11-16,11,new customer,still staying
B1,CUZ03379,2022-11-16,11,new customer,still staying
A1,CUZ03380,2022-11-16,11,new customer,still staying
A1,CUZ03380,2022-12-03,12,old customer from THIS year,still staying
C2,CUZ03381,2022-11-16,11,new customer,still staying
A1,CUZ03382,2022-11-16,11,new customer,still staying
A1,CUZ03383,2022-11-16,11,new customer,still staying
A3,CUZ03384,2022-11-16,11,new customer,still staying
C1,CUZ03385,2022-11-16,11,new customer,still staying
B1,CUZ03386,2022-11-16,11,new customer,still staying
C2,CUZ03387,2022-11-16,11,new customer,still staying
A3,CUZ03388,2022-11-17,11,new customer,still staying
A2,CUZ03389,2022-11-17,11,new customer,still staying
C1,CUZ03390,2022-11-17,11,new customer,still staying
B2,CUZ03391,2022-11-17,11,new customer,still staying
A2,CUZ03392,2022-11-17,11,new customer,still staying
B3,CUZ03393,2022-11-17,11,new customer,still staying
A1,CUZ03394,2022-11-17,11,new customer,still staying
A1,CUZ03394,2022-12-08,12,old customer from THIS year,still staying
B3,CUZ03395,2022-11-17,11,new customer,still staying
C3,CUZ03396,2022-11-17,11,new customer,still staying
B1,CUZ03397,2022-11-17,11,new customer,still staying
B3,CUZ03398,2022-11-17,11,new customer,still staying
B3,CUZ03398,2022-12-19,12,old customer from THIS year,still staying
A1,CUZ03399,2022-11-17,11,new customer,still staying
A1,CUZ03400,2022-11-17,11,new customer,still staying
C1,CUZ03401,2022-11-17,11,new customer,still staying
A1,CUZ03402,2022-11-17,11,new customer,still staying
A1,CUZ03403,2022-11-18,11,new customer,still staying
B3,CUZ03404,2022-11-18,11,new customer,still staying
A3,CUZ03405,2022-11-18,11,new customer,still staying
B3,CUZ03406,2022-11-18,11,new customer,still staying
C1,CUZ03407,2022-11-18,11,new customer,still staying
C2,CUZ03408,2022-11-18,11,new customer,still staying
B1,CUZ03409,2022-11-18,11,new customer,still staying
B2,CUZ03410,2022-11-18,11,new customer,still staying
C2,CUZ03411,2022-11-18,11,new customer,still staying
A2,CUZ03412,2022-11-18,11,new customer,still staying
C2,CUZ03413,2022-11-18,11,new customer,still staying
B1,CUZ03414,2022-11-18,11,new customer,still staying
A1,CUZ03415,2022-11-18,11,new customer,still staying
A1,CUZ03415,2022-12-05,12,old customer from THIS year,still staying
B1,CUZ03416,2022-11-18,11,new customer,still staying
B3,CUZ03417,2022-11-18,11,new customer,still staying
B3,CUZ03417,2022-12-05,12,old customer from THIS year,still staying
A3,CUZ03418,2022-11-18,11,new customer,still staying
A3,CUZ03418,2022-12-29,12,old customer from THIS year,still staying
B3,CUZ03419,2022-11-18,11,new customer,still staying
A1,CUZ03420,2022-11-18,11,new customer,still staying
A3,CUZ03421,2022-11-19,11,new customer,still staying
A3,CUZ03422,2022-11-19,11,new customer,still staying
A2,CUZ03423,2022-11-19,11,new customer,still staying
A1,CUZ03424,2022-11-19,11,new customer,still staying
B3,CUZ03425,2022-11-19,11,new customer,still staying
A1,CUZ03426,2022-11-19,11,new customer,still staying
A1,CUZ03426,2022-12-16,12,old customer from THIS year,still staying
A2,CUZ03427,2022-11-19,11,new customer,still staying
B3,CUZ03428,2022-11-19,11,new customer,still staying
A3,CUZ03429,2022-11-19,11,new customer,still staying
A3,CUZ03429,2022-12-30,12,old customer from THIS year,still staying
A1,CUZ03430,2022-11-19,11,new customer,still staying
B2,CUZ03431,2022-11-19,11,new customer,still staying
A1,CUZ03432,2022-11-19,11,new customer,still staying
A1,CUZ03432,2022-12-12,12,old customer from THIS year,still staying
B3,CUZ03433,2022-11-19,11,new customer,still staying
A2,CUZ03434,2022-11-19,11,new customer,still staying
A2,CUZ03435,2022-11-20,11,new customer,still staying
C3,CUZ03436,2022-11-20,11,new customer,still staying
B2,CUZ03437,2022-11-20,11,new customer,still staying
A1,CUZ03438,2022-11-20,11,new customer,still staying
A1,CUZ03438,2022-12-07,12,old customer from THIS year,still staying
A3,CUZ03439,2022-11-20,11,new customer,still staying
B2,CUZ03440,2022-11-20,11,new customer,still staying
C1,CUZ03441,2022-11-20,11,new customer,still staying
A1,CUZ03442,2022-11-20,11,new customer,still staying
B1,CUZ03443,2022-11-20,11,new customer,still staying
A1,CUZ03444,2022-11-20,11,new customer,still staying
B1,CUZ03445,2022-11-20,11,new customer,still staying
A3,CUZ03446,2022-11-20,11,new customer,still staying
C3,CUZ03447,2022-11-20,11,new customer,still staying
B1,CUZ03448,2022-11-21,11,new customer,still staying
A2,CUZ03449,2022-11-21,11,new customer,still staying
B1,CUZ03450,2022-11-21,11,new customer,still staying
C1,CUZ03451,2022-11-21,11,new customer,still staying
A2,CUZ03452,2022-11-21,11,new customer,still staying
A1,CUZ03453,2022-11-21,11,new customer,still staying
A1,CUZ03453,2022-12-04,12,old customer from THIS year,still staying
A2,CUZ03454,2022-11-21,11,new customer,still staying
C3,CUZ03455,2022-11-21,11,new customer,still staying
C1,CUZ03456,2022-11-21,11,new customer,still staying
B2,CUZ03457,2022-11-21,11,new customer,still staying
A1,CUZ03458,2022-11-21,11,new customer,still staying
B2,CUZ03459,2022-11-21,11,new customer,still staying
C1,CUZ03460,2022-11-21,11,new customer,still staying
C2,CUZ03461,2022-11-21,11,new customer,still staying
A3,CUZ03462,2022-11-22,11,new customer,still staying
A2,CUZ03463,2022-11-22,11,new customer,still staying
